id,resume_text_256,jd_text_128,job_family,seniority,advance
RS00554,"5+ years experience; key skills: rest, accessibility, backlog. Delivered projects with focus on rest and collaboration. Comfortable with code reviews.","We are hiring a Mid PM professional. Must have: requirements, planning, stakeholders. Nice to have: communication, metrics.",PM,Mid,0
RS00555,"2+ years experience; key skills: sql, metrics, pandas, microservices, tableau. Delivered projects with focus on metrics and collaboration. Comfortable with code reviews.","We are hiring a Mid Data professional. Must have: python, sql, statistics. Nice to have: aws, pandas.",Data,Mid,0
RS00556,"0+ years experience; key skills: testing, statistics, selenium, webpack. Delivered projects with focus on selenium and collaboration. Comfortable with documentation.","We are hiring a Junior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: selenium, regression.",QA,Junior,0
RS00557,"2+ years experience; key skills: bug-tracking, test-cases, kubernetes, react, jira, agile, ui, backlog. Delivered projects with focus on kubernetes and collaboration. Comfortable with documentation.","We are hiring a Junior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: regression, jira.",QA,Junior,1
RS00558,"5+ years experience; key skills: bug-tracking, roadmap, backlog, accessibility. Delivered projects with focus on accessibility and collaboration. Comfortable with documentation.","We are hiring a Mid QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: regression, pytest.",QA,Mid,0
RS00559,"2+ years experience; key skills: html, javascript, tableau, python, testing, metrics. Delivered projects with focus on python and collaboration. Comfortable with scrum.","We are hiring a Junior Frontend professional. Must have: javascript, html, css. Nice to have: react, accessibility.",Frontend,Junior,1
RS00560,"1+ years experience; key skills: test-cases, bug-tracking, jira, spring, cypress, aws. Delivered projects with focus on cypress and collaboration. Comfortable with documentation.","We are hiring a Junior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: jira, api-testing.",QA,Junior,1
RS00561,"3+ years experience; key skills: planning, requirements, linux, testing, metrics, bash. Delivered projects with focus on testing and collaboration. Comfortable with code reviews.","We are hiring a Mid PM professional. Must have: requirements, planning, stakeholders. Nice to have: communication, metrics.",PM,Mid,1
RS00562,"6+ years experience; key skills: bug-tracking, testing, test-cases, backlog, python, ci/cd, java. Delivered projects with focus on python and collaboration. Comfortable with agile.","We are hiring a Senior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: jira, cypress.",QA,Senior,1
RS00563,"4+ years experience; key skills: python, statistics, etl, tableau, requirements, typescript, spring. Delivered projects with focus on requirements and collaboration. Comfortable with agile.","We are hiring a Mid Data professional. Must have: python, sql, statistics. Nice to have: etl, numpy.",Data,Mid,1
RS00564,"2+ years experience; key skills: css, cypress, ui, ci/cd, tableau, agile, etl. Delivered projects with focus on etl and collaboration. Comfortable with agile.","We are hiring a Junior Frontend professional. Must have: javascript, html, css. Nice to have: testing, react.",Frontend,Junior,0
RS00565,"2+ years experience; key skills: linux, terraform, postgres, stakeholders. Delivered projects with focus on terraform and collaboration. Comfortable with agile.","We are hiring a Mid Backend professional. Must have: java, rest, databases. Nice to have: aws, docker.",Backend,Mid,0
RS00566,"5+ years experience; key skills: testing, microservices, javascript, ci/cd, accessibility. Delivered projects with focus on microservices and collaboration. Comfortable with documentation.","We are hiring a Mid Data professional. Must have: python, sql, statistics. Nice to have: tableau, scikit-learn.",Data,Mid,0
RS00567,"4+ years experience; key skills: containers, ci/cd, react, test-cases, api-testing, postgres, python. Delivered projects with focus on test-cases and collaboration. Comfortable with code reviews.","We are hiring a Mid DevOps professional. Must have: linux, ci/cd, containers. Nice to have: monitoring, aws.",DevOps,Mid,1
RS00568,"2+ years experience; key skills: css, html, ci/cd, ui, spring. Delivered projects with focus on ci/cd and collaboration. Comfortable with code reviews.","We are hiring a Junior Frontend professional. Must have: javascript, html, css. Nice to have: webpack, accessibility.",Frontend,Junior,1
RS00569,"7+ years experience; key skills: databases, java, rest, kubernetes, webpack, scikit-learn, spring, roadmap. Delivered projects with focus on kubernetes and collaboration. Comfortable with code reviews.","We are hiring a Senior Backend professional. Must have: java, rest, databases. Nice to have: microservices, kafka.",Backend,Senior,1
RS00570,"4+ years experience; key skills: test-cases, java, testing, requirements, spring, numpy, rest. Delivered projects with focus on rest and collaboration. Comfortable with agile.","We are hiring a Mid QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: selenium, jira.",QA,Mid,0
RS00571,"2+ years experience; key skills: css, html, javascript, kafka, accessibility, ci/cd, jira, typescript. Delivered projects with focus on typescript and collaboration. Comfortable with scrum.","We are hiring a Mid Frontend professional. Must have: javascript, html, css. Nice to have: accessibility, typescript.",Frontend,Mid,1
RS00572,"2+ years experience; key skills: rest, java, scrum. Delivered projects with focus on rest and collaboration. Comfortable with agile.","We are hiring a Mid DevOps professional. Must have: linux, ci/cd, containers. Nice to have: monitoring, aws.",DevOps,Mid,0
RS00573,"4+ years experience; key skills: html, css, kubernetes, jira, scrum. Delivered projects with focus on kubernetes and collaboration. Comfortable with documentation.","We are hiring a Mid Frontend professional. Must have: javascript, html, css. Nice to have: testing, ui.",Frontend,Mid,1
RS00574,"8+ years experience; key skills: css, html, javascript, testing, databases, api-testing, backlog. Delivered projects with focus on databases and collaboration. Comfortable with scrum.","We are hiring a Senior Frontend professional. Must have: javascript, html, css. Nice to have: ui, webpack.",Frontend,Senior,1
RS00575,"8+ years experience; key skills: sql, python, pytest, roadmap, api-testing. Delivered projects with focus on pytest and collaboration. Comfortable with documentation.","We are hiring a Senior Data professional. Must have: python, sql, statistics. Nice to have: numpy, aws.",Data,Senior,1
RS00576,"2+ years experience; key skills: spring, typescript, bug-tracking, backlog, planning. Delivered projects with focus on planning and collaboration. Comfortable with agile.","We are hiring a Junior Data professional. Must have: python, sql, statistics. Nice to have: numpy, pandas.",Data,Junior,0
RS00577,"8+ years experience; key skills: statistics, kubernetes, communication, aws, terraform, kubernetes. Delivered projects with focus on statistics and collaboration. Comfortable with scrum.","We are hiring a Senior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: aws, terraform.",DevOps,Senior,0
RS00578,"2+ years experience; key skills: stakeholders, planning, agile, scikit-learn, selenium, regression, bug-tracking, html. Delivered projects with focus on html and collaboration. Comfortable with documentation.","We are hiring a Mid PM professional. Must have: requirements, planning, stakeholders. Nice to have: backlog, roadmap.",PM,Mid,1
RS00579,"0+ years experience; key skills: etl, requirements, sql, ci/cd. Delivered projects with focus on sql and collaboration. Comfortable with scrum.","We are hiring a Junior Backend professional. Must have: java, rest, databases. Nice to have: spring, kafka.",Backend,Junior,0
RS00580,"1+ years experience; key skills: statistics, monitoring, selenium, jira. Delivered projects with focus on monitoring and collaboration. Comfortable with code reviews.","We are hiring a Junior Data professional. Must have: python, sql, statistics. Nice to have: pandas, etl.",Data,Junior,0
RS00581,"2+ years experience; key skills: containers, linux, bash, scrum, test-cases, docker, microservices, rest. Delivered projects with focus on microservices and collaboration. Comfortable with agile.","We are hiring a Junior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: terraform, monitoring.",DevOps,Junior,1
RS00582,"5+ years experience; key skills: statistics, test-cases, cypress, linux, typescript, numpy. Delivered projects with focus on cypress and collaboration. Comfortable with documentation.","We are hiring a Senior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: cypress, api-testing.",QA,Senior,0
RS00583,"5+ years experience; key skills: kafka, numpy, statistics, databases. Delivered projects with focus on kafka and collaboration. Comfortable with scrum.","We are hiring a Senior Data professional. Must have: python, sql, statistics. Nice to have: aws, etl.",Data,Senior,0
RS00584,"8+ years experience; key skills: ci/cd, databases, numpy, bash, tableau, monitoring, communication. Delivered projects with focus on numpy and collaboration. Comfortable with code reviews.","We are hiring a Senior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: aws, kubernetes.",DevOps,Senior,0
